,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
262,88,盐田港,0.3142,0.003,0.2831,0.0141,8.3648
263,2638,勤上股份,0.3141,0.0132,2.168,0.045,5.9366
264,300528,幸福蓝海,0.3127,0.0456,4.6286,0.219,22.2479
265,600599,熊猫金控,0.3113,0.0272,4.8624,0.0675,7.5696
266,600391,航发科技,0.3106,0.022,,0.0347,4.8165
267,2833,弘亚数控,0.3098,0.0675,1.0815,0.6744,75.3593
268,600350,山东高速,0.3091,0.0108,0.8775,0.0248,7.2162
269,415,渤海金控,0.3078,0.0103,5.2232,0.0118,5.4096
270,603829,洛凯股份,0.3057,,3.5208,,
271,300558,贝达药业,0.3055,0.0316,0.9308,0.3268,38.41
272,603758,秦安股份,0.3046,0.043,1.6144,0.1738,20.1433
273,2695,煌上煌,0.3041,0.052,2.9353,0.3213,38.482
274,300227,光韵达,0.3038,0.0353,6.2783,0.0858,9.4954
275,61,农产品,0.3031,0.0101,7.0816,0.0157,2.8023
276,603703,盛洋科技,0.3029,0.0484,4.1738,0.0892,8.931
277,2190,成飞集成,0.3022,0.0102,159.0922,0.0205,4.2337
278,971,高升控股,0.3013,0.0169,1.6303,0.2393,25.2671
279,62,深圳华强,0.3008,0.0525,4.6428,0.1273,15.2824
280,601595,上海电影,0.3007,0.0273,1.6184,0.1012,12.0188
281,300241,瑞丰光电,0.3003,0.0499,5.3086,0.0992,12.362
282,598,兴蓉环境,0.3001,0.0137,1.17,0.0302,6.0089
283,596,古井贡酒,0.2986,0.0629,1.5487,0.1635,16.9956
284,600611,大众交通,0.2985,0.0093,0.7503,0.0245,2.9553
285,600486,扬农化工,0.2983,0.0515,2.3023,0.1319,13.4668
286,603444,吉比特,0.2972,0.0419,0.5571,0.2338,25.656
287,2826,易明医药,0.2966,0.0355,4.1867,0.2492,25.4652
288,2317,众生药业,0.2964,0.0301,1.1736,0.1688,18.0051
289,99,中信海直,0.2961,0.0162,6.5936,0.0406,9.6229
290,651,格力电器,0.2957,0.0442,2.1748,0.0628,6.3042
291,2167,东方锆业,0.295,0.015,9.9886,0.0241,3.7225
292,2606,大连电瓷,0.2949,0.042,2.0177,0.1077,13.4213
293,2363,隆基机械,0.2944,0.0505,5.6396,0.179,17.9803
294,600568,中珠医疗,0.2942,0.0101,1.1581,0.075,9.3332
295,603027,千禾味业,0.2941,0.0693,1.984,0.5079,58.5245
296,600026,中远海能,0.2924,0.0131,1.3098,0.0249,11.0758
297,603058,永吉股份,0.2922,0.0275,0.9537,0.4235,45.7481
298,40,东旭蓝天,0.2914,0.0137,6.6685,0.0369,5.8012
299,600720,祁连山,0.2909,0.0156,,0.0315,4.9537
300,300394,天孚通信,0.2903,0.03,0.8031,0.4863,49.8968
301,300511,雪榕生物,0.2889,0.0291,1.5613,0.0598,7.1997
302,603517,绝味食品,0.2871,0.0874,2.193,0.4532,49.2192
303,300733,西菱动力,0.2859,,1.9162,,
304,600423,*ST柳化,0.2852,0.0301,2.7666,0.0302,3.7634
305,725,京东方A,0.2844,0.0291,2.3863,0.053,14.732
306,300572,安车检测,0.2841,0.0217,2.9456,0.049,4.9098
307,300308,中际旭创,0.2838,0.0067,,0.0599,6.8723
308,601000,唐山港,0.2825,0.0206,1.1103,0.0978,14.3344
309,722,湖南发展,0.2817,0.0059,0.6947,0.0871,26.5344
310,300459,金科文化,0.2808,0.0178,0.9007,0.2259,25.0691
311,2763,汇洁股份,0.2806,0.0714,1.4072,0.4905,58.5237
312,600004,白云机场,0.2802,0.0238,1.0802,0.0613,14.5871
313,2909,集泰股份,0.2801,,13.7532,,
314,300689,澄天伟业,0.2786,,1.7227,,
315,601828,美凯龙,0.2785,0.0068,0.5713,0.0144,4.884
316,600094,大名城,0.2782,0.0044,0.9416,0.0055,0.9874
317,613,大东海A,0.2781,0.0243,1.0826,0.0854,8.9774
318,779,三毛派神,0.2768,0.0226,,0.0315,3.4457
319,603306,华懋科技,0.275,0.0419,0.9046,0.3468,34.9302
320,603985,恒润股份,0.275,0.051,1.5974,0.0984,10.9702
321,2715,登云股份,0.2749,0.0322,3.6757,0.1024,10.8859
322,601699,潞安环能,0.2747,0.0211,2.6651,0.0311,3.8031
323,2772,众兴菌业,0.274,0.0149,0.909,0.0607,18.7223
324,600663,陆家嘴,0.2731,0.0085,1.2401,0.0115,1.8127
325,300735,光弘科技,0.2731,,2.2971,,
326,952,广济药业,0.2727,0.0294,1.8588,0.0518,6.312
327,300194,福安药业,0.2726,0.0273,1.3618,0.2816,34.4584
328,601225,陕西煤业,0.2704,0.0332,0.833,0.0654,9.4336
329,600995,文山电力,0.2691,0.0587,1.6646,0.1578,23.0009
330,2492,恒基达鑫,0.2685,0.009,1.4117,0.038,5.5572
331,600792,云煤能源,0.2679,0.0348,74.6068,0.0705,8.6945
332,603626,科森科技,0.2676,0.0358,4.0719,0.109,14.6788
333,603997,继峰股份,0.2667,0.0551,1.3944,0.3276,32.7642
334,2820,桂发祥,0.2663,0.0376,1.2942,0.6652,90.2331
335,300708,聚灿光电,0.2637,,1.7119,,
336,2635,安洁科技,0.2636,0.0347,1.2665,0.2042,23.3172
337,601007,金陵饭店,0.2633,0.0195,4.4868,0.0644,14.3325
338,300327,中颖电子,0.2628,0.0483,1.6271,0.3524,35.6359
339,600038,中直股份,0.2627,0.0267,7.6749,0.0409,4.307
340,600360,华微电子,0.2626,0.0243,7.491,0.0522,6.7517
341,603328,依顿电子,0.2621,0.032,1.5789,0.1902,19.4662
342,557,西部创业,0.2621,0.0075,3.0907,0.0339,4.1572
343,300433,蓝思科技,0.2618,0.0396,4.8824,0.0838,9.7415
344,990,诚志股份,0.2616,0.0181,1.7949,0.0853,10.1026
345,603730,岱美股份,0.2614,0.0724,1.3867,0.173,23.3828
346,600163,中闽能源,0.261,0.0099,0.5552,0.0214,9.0878
347,2647,仁东控股,0.2601,0.0028,,0.0045,0.8562
348,2729,好利来,0.26,0.0214,2.3969,0.3479,35.4812
349,600009,上海机场,0.2595,0.0178,0.593,0.1169,11.6945
350,603505,金石资源,0.2587,0.0142,2.1097,0.0275,3.8076
351,2222,福晶科技,0.2585,0.0345,0.8253,0.3645,54.3197
352,601991,大唐发电,0.2584,0.017,6.5302,0.0229,7.1553
353,300701,森霸传感,0.2584,,0.8289,,
354,603429,集友股份,0.2582,0.0225,0.6334,0.1152,16.1955
355,300303,聚飞光电,0.2582,0.0316,2.5303,0.0865,9.3918
356,603336,宏辉果蔬,0.2558,0.0515,2.1561,1.2721,153.87
357,300685,艾德生物,0.255,,0.9581,,
358,529,广弘控股,0.255,0.0822,6.2079,0.3155,31.7717
359,601866,中远海发,0.2535,0.0076,2.5985,0.0086,2.1838
360,2486,嘉麟杰,0.2533,0.0229,,0.0547,12.407
361,300488,恒锋工具,0.2529,0.0136,0.9218,0.1252,13.718
362,690,宝新能源,0.2529,0.0103,6.2236,0.0217,21.0761
363,300530,达志科技,0.2525,0.0161,0.7077,0.2855,56.9375
364,600255,梦舟股份,0.2521,0.0568,17.3437,0.1579,18.774
365,2730,电光科技,0.252,0.0206,5.8284,0.0566,5.7466
366,2201,九鼎新材,0.2513,0.0182,23.6134,0.0276,4.669
367,2214,大立科技,0.2508,0.0097,7.2531,0.0428,4.893
368,600660,福耀玻璃,0.2507,0.0346,1.5206,0.0903,11.0534
369,300347,泰格医药,0.2504,0.0362,1.7269,0.1757,22.6636
370,300206,理邦仪器,0.2499,0.0339,1.9444,0.2291,29.1411
371,2370,亚太药业,0.2498,0.0242,1.3043,0.2031,20.4026
372,603196,日播时尚,0.2492,,5.0168,,
373,2762,金发拉比,0.2489,0.0227,1.2984,0.3124,31.244
374,601006,大秦铁路,0.2488,0.0243,0.9942,0.094,13.6657
375,603595,东尼电子,0.2487,0.049,1.3486,0.1113,12.8763
376,2517,恺英网络,0.2479,0.0379,0.7926,0.2207,22.07
377,628,高新发展,0.2468,0.0092,9.1229,0.0117,1.2264
378,603993,洛阳钼业,0.2468,0.0162,1.4291,0.0268,8.9764
379,600299,安迪苏,0.2467,0.03,1.5098,0.155,26.4784
380,625,长安汽车,0.2449,0.0387,1.8095,0.0656,7.164
381,603360,百傲化学,0.2447,0.0281,0.8542,0.2702,76.9663
382,603203,快克股份,0.2443,0.0251,0.699,0.2207,23.8016
383,600252,中恒集团,0.2431,0.0154,0.6836,0.0965,12.7081
384,600283,钱江水利,0.2425,0.0095,0.2658,0.0156,3.0359
385,600566,济川药业,0.2413,0.0636,1.1642,0.2364,24.7675
386,300476,胜宏科技,0.2411,0.0463,2.3543,0.1293,13.0831
387,972,*ST中基,0.2406,0.0074,,0.0111,1.142
388,2578,闽发铝业,0.24,0.0309,7.7736,0.2309,29.1161
389,600132,重庆啤酒,0.237,0.05,3.7296,0.0792,10.8831
390,27,深圳能源,0.2365,0.0091,5.6254,0.0146,3.0571
391,2907,华森制药,0.2356,,1.3716,,
392,2066,瑞泰科技,0.2353,0.0305,7.3702,0.0411,4.5098
393,2319,乐通股份,0.2349,0.0202,,0.0358,3.7718
394,603199,九华旅游,0.2341,0.0258,0.7687,0.2482,29.5767
395,603601,再升科技,0.234,0.0156,1.233,0.0858,10.1512
396,603798,康普顿,0.234,0.0646,1.3989,0.3258,35.534
397,603025,大豪科技,0.2338,0.0299,0.8139,0.3091,31.7653
398,300350,华鹏飞,0.2335,0.0162,1.2774,0.0687,9.2893
399,601101,昊华能源,0.2332,0.0181,1.1144,0.0406,9.8979
400,2868,绿康生化,0.233,0.062,0.8536,0.337,41.7758
401,2860,星帅尔,0.2329,0.0458,0.8646,0.2579,25.7889
402,603387,基蛋生物,0.2321,0.0476,0.5256,0.3206,36.0373
403,2137,麦达数字,0.2301,0.0224,2.452,0.1826,18.4713
404,2138,顺络电子,0.23,0.0201,1.2827,0.0601,6.7149
405,300695,兆丰股份,0.2293,0.0323,0.831,0.0873,9.3133
406,600176,中国巨石,0.2287,0.0175,0.8973,0.0334,4.6017
407,635,英力特,0.2286,0.0331,2.2152,0.2561,27.449
408,600078,澄星股份,0.2283,0.0233,9.9648,0.0327,3.4783
409,89,深圳机场,0.2281,0.0133,1.1562,0.0899,9.0208
410,600290,华仪电气,0.2277,0.0065,13.7457,0.0175,1.8137
411,600505,西昌电力,0.2275,0.0209,3.3482,0.0435,9.3693
412,2568,百润股份,0.2272,0.0297,3.0369,0.1303,13.2444
413,882,华联股份,0.2272,0.0036,5.2105,0.0079,5.0404
414,2625,光启技术,0.227,0.0032,1.256,0.2,21.9404
415,600969,郴电国际,0.2269,0.0117,4.8065,0.0171,5.9985
416,300653,正海生物,0.2269,0.0311,1.0685,0.2762,42.7132
417,603599,广信股份,0.2266,0.0321,1.5626,0.1105,14.8137
418,600702,舍得酒业,0.2266,0.024,2.3661,0.0582,5.8411
419,2604,*ST龙力,0.2265,0.0139,1.8144,0.0505,11.051
420,600805,悦达投资,0.2263,0.0077,7.5993,0.0263,2.795
421,2273,水晶光电,0.2258,0.0298,1.5675,0.2321,25.8941
422,2107,沃华医药,0.2251,0.048,1.4777,0.2482,34.1398
423,300305,裕兴股份,0.2244,0.0183,2.291,0.329,44.1776
424,603260,合盛硅业,0.2241,0.0377,1.1681,0.0578,6.6623
425,300580,贝斯特,0.2236,0.0223,1.0505,0.1157,13.0395
426,603767,中马传动,0.2231,0.041,2.0894,0.1388,16.0079
427,300709,精研科技,0.2227,,1.0564,,
428,300503,昊志机电,0.2222,0.0183,1.2997,0.093,14.3549
429,2495,佳隆股份,0.2221,0.0115,2.2446,0.1861,31.5252
430,600561,江西长运,0.2217,0.0236,56.8354,0.032,6.1062
431,603605,珀莱雅,0.2214,,1.861,,
432,531,穗恒运A,0.2213,0.018,1.7309,0.0347,5.23
433,582,北部湾港,0.2213,0.0122,1.3383,0.0315,6.2128
434,603228,景旺电子,0.2212,0.0437,1.3239,0.1278,13.4986
435,603787,新日股份,0.2205,0.0766,7.669,0.119,12.2552
436,600600,青岛啤酒,0.2202,0.0502,2.5584,0.1158,14.78
437,603936,博敏电子,0.2188,0.0379,6.3004,0.0719,7.7854
438,2739,万达电影,0.2181,0.037,1.5325,0.0839,14.781
439,603587,地素时尚,0.2181,,0.7308,,
440,2915,中欣氟材,0.2173,,4.4024,,
441,601333,广深铁路,0.217,0.0287,3.3225,0.2197,22.9126
442,603367,辰欣药业,0.2164,,2.3132,,
443,2033,丽江旅游,0.2164,0.0108,0.6386,0.0628,7.8314
444,300035,中科电气,0.2143,0.0083,1.1123,0.0348,3.6374
445,603868,飞科电器,0.2139,0.0711,1.0036,0.3261,34.9559
446,300569,天能重工,0.2135,0.0167,1.0971,0.0729,7.2941
447,600017,日照港,0.2131,0.0124,1.9458,0.0295,4.365
448,600861,北京城乡,0.2125,0.031,4.463,0.0698,11.0509
449,300436,广生堂,0.2125,0.0245,0.8613,0.1235,13.8758
450,2634,棒杰股份,0.2121,0.0154,1.6673,0.0864,8.7709
451,900,现代投资,0.2119,0.0227,2.9656,0.0357,6.7236
452,2735,王子新材,0.2117,0.0397,2.9131,0.1934,21.6008
453,2698,博实股份,0.2112,0.0113,1.9163,0.0621,7.5888
454,300736,百邦科技,0.2108,,2.8186,,
455,600987,航民股份,0.2107,0.0348,1.3658,0.2017,23.421
456,600403,大有能源,0.2106,0.0252,2.9619,0.0467,5.0754
457,603103,横店影视,0.2103,,1.2148,,
458,2815,崇达技术,0.2099,0.0393,1.5066,0.0875,10.087
459,2790,瑞尔特,0.2089,0.0262,1.1909,0.2713,28.3909
460,601199,江南水务,0.2088,0.0101,0.9786,0.0235,4.9796
461,2287,奇正藏药,0.2081,0.0191,0.5834,0.1395,17.6986
462,603698,航天工程,0.2077,0.0089,1.0202,0.0257,2.8039
463,601113,华鼎股份,0.2077,0.0262,3.21,0.0666,7.1086
464,2453,华软科技,0.2073,0.0244,,0.0476,4.8629
465,600836,界龙实业,0.2072,0.0154,,0.0209,2.4291
466,300446,乐凯新材,0.207,0.0249,0.4693,0.3026,48.6143
467,601608,中信重工,0.2068,0.0113,52.674,0.0177,2.25
468,601238,广汽集团,0.2065,0.0412,0.9098,0.0975,15.5838
469,2516,旷达科技,0.2053,0.0162,1.549,0.0362,5.4156
470,600023,浙能电力,0.2053,0.0212,2.1783,0.0579,15.4738
471,603016,新宏泰,0.2042,0.0178,1.244,0.2162,21.7204
472,2411,必康股份,0.2038,0.0092,1.01,0.0173,6.1144
473,600011,华能国际,0.2036,0.0204,7.8864,0.0271,4.7932
474,300716,国立科技,0.2032,,2.2897,,
475,768,中航飞机,0.203,0.015,,0.0255,2.7029
476,603890,春秋电子,0.2028,,2.338,,
477,869,张裕A,0.2027,0.0324,0.7445,0.1307,15.8329
478,600933,爱柯迪,0.2027,,0.9364,,
479,300387,富邦股份,0.2021,0.0184,1.638,0.0406,4.078
480,300387,富邦股份,0.2021,0.0184,1.638,0.0406,4.078
481,2029,七匹狼,0.2017,0.0207,2.251,0.065,6.5657
482,600179,安通控股,0.2016,0.0357,1.934,0.0586,9.2817
483,600959,江苏有线,0.2012,0.0118,1.27,0.0379,4.1801
484,2420,毅昌股份,0.2011,0.0644,,0.1062,11.1974
485,300197,铁汉生态,0.2007,0.0132,,0.0242,4.0753
486,2557,洽洽食品,0.2005,0.0387,2.0725,0.1551,16.1559
487,2004,华邦健康,0.2004,0.0161,2.4136,0.0284,3.5957
488,603538,美诺华,0.2004,0.0211,1.9628,0.1231,12.8945
489,42,中洲控股,0.2002,0.0067,9.3845,0.0082,1.3839
490,300396,迪瑞医疗,0.2001,0.0176,0.8384,0.0891,13.637
491,2099,海翔药业,0.1992,0.0161,1.0003,0.0499,5.4148
492,2345,潮宏基,0.1992,0.0341,1.7886,0.0795,22.4029
493,2357,富临运业,0.199,0.0202,1.2885,0.0338,4.9137
494,600075,新疆天业,0.1987,0.0221,1.2203,0.0455,5.375
495,600507,方大特钢,0.1986,0.0587,1.907,0.0895,9.0485
496,600062,华润双鹤,0.1979,0.0317,1.2391,0.1346,14.99
497,600231,凌钢股份,0.1977,0.049,4.6152,0.0746,9.1337
498,603218,日月股份,0.1972,0.0189,1.1648,0.0807,8.585
499,2507,涪陵榨菜,0.1969,0.0319,1.0616,0.1386,17.3495
500,929,兰州黄河,0.196,0.0219,1.8107,0.0933,9.4752
501,2134,天津普林,0.1957,0.0301,,0.0964,10.5653
502,601028,玉龙股份,0.1957,0.019,87.5742,0.0581,5.8748
503,300623,捷捷微电,0.1954,0.0142,0.5912,0.1192,12.5411
504,600775,南京熊猫,0.1948,0.031,8.1734,0.0896,9.1639
505,2369,卓翼科技,0.1947,0.0341,,0.0855,8.7128
506,2713,东易日盛,0.1946,0.0384,,0.0638,6.3969
507,300518,盛讯达,0.1942,0.0073,0.4365,0.1034,30.8627
508,603608,天创时尚,0.1941,0.0395,2.1401,0.3229,32.5808
509,603110,东方材料,0.194,,1.9598,,
510,603779,威龙股份,0.1939,0.027,2.7128,0.0561,5.9791
511,2543,万和电气,0.1925,0.0523,2.2355,0.1218,12.6453
512,600276,恒瑞医药,0.1924,0.0398,0.7548,0.3769,40.109
513,603589,口子窖,0.1917,0.0334,0.6054,0.1459,15.0935
514,2434,万里扬,0.1915,0.0325,1.2678,0.0872,11.8612
515,880,潍柴重机,0.1911,0.023,19.907,0.0385,4.2082
516,2700,新疆浩源,0.1909,0.0167,0.7973,0.1225,12.3135
517,12,南玻A,0.1908,0.025,2.4735,0.0478,6.8181
518,300401,花园生物,0.1903,0.019,0.8031,0.1563,16.3002
519,2427,*ST尤夫,0.1902,0.0238,2.647,0.0373,3.7782
520,600565,迪马股份,0.1901,0.0082,3.3436,0.0107,1.5736
521,600586,金晶科技,0.1897,0.0164,3.8762,0.0287,3.2884
522,603858,步长制药,0.1896,0.0269,2.0878,0.1099,11.8376
523,300395,菲利华,0.1894,0.0165,1.1553,0.0748,8.8948
524,300328,宜安科技,0.1886,0.0234,3.3326,0.057,7.2649
525,600518,康美药业,0.1886,0.0231,1.2665,0.0479,5.9278
526,2040,南京港,0.1885,0.0058,1.0497,0.0151,5.9259
527,300291,华录百纳,0.1881,0.0102,1.1523,0.1133,11.4038
528,830,鲁西化工,0.1879,0.0276,2.9008,0.0426,5.6936
529,603066,音飞储存,0.1875,0.0166,1.4698,0.0821,8.9542
530,665,湖北广电,0.187,0.0125,1.1331,0.0462,4.8077
531,2020,京新药业,0.187,0.0266,1.1923,0.1032,11.1821
532,2354,天神娱乐,0.1866,0.0094,0.4431,0.0176,2.311
533,603286,日盈电子,0.1864,0.0313,1.7066,0.0901,9.1952
534,2376,新北洋,0.1861,0.0171,0.9211,0.0581,5.9968
535,600747,ST大控,0.186,0.0033,,0.0155,1.5531
536,600759,洲际油气,0.1859,0.0077,3.659,0.0116,2.5226
537,300230,永利股份,0.1854,0.029,1.6364,0.0841,8.8954
538,603839,安正时尚,0.1852,0.0201,0.8081,0.1526,22.5169
539,300687,赛意信息,0.1848,0.0641,1.7946,0.1891,18.9367
540,600721,百花村,0.1847,0.0099,1.4029,0.0587,6.6002
541,528,柳工,0.1845,0.0229,4.1517,0.0424,5.7802
542,600054,黄山旅游,0.1844,0.0099,0.9985,0.0581,8.8556
543,2553,南方轴承,0.1844,0.0211,0.7157,0.2737,27.8118
544,600539,*ST狮头,0.1842,0.0053,2.3202,0.0598,5.9796
545,2575,群兴玩具,0.1838,0.0108,,0.6665,107.0272
546,2923,润都股份,0.1835,,1.8511,,
547,603808,歌力思,0.1831,0.0244,0.9139,0.0919,9.8494
548,300658,延江股份,0.1831,0.0578,1.4608,0.1038,10.804
549,2372,伟星新材,0.1829,0.0269,1.2125,0.1138,11.6605
550,2878,元隆雅图,0.1827,,2.2796,,
551,2045,国光电器,0.1825,0.0434,7.1804,0.0875,10.8459
552,300521,爱司凯,0.182,0.0122,1.0178,0.1247,14.496
553,601952,苏垦农发,0.1817,0.0397,1.1539,0.127,14.1164
554,858,五粮液,0.1815,0.0272,0.493,0.1158,11.7875
555,600527,江南高纤,0.1813,0.0246,2.8195,0.529,66.7041
556,300622,博士眼镜,0.181,0.0408,2.1835,0.2818,29.2332
557,603612,索通发展,0.1805,,0.9875,,
558,600874,创业环保,0.1804,0.0081,0.7068,0.0151,4.5214
559,600230,沧州大化,0.1799,0.048,0.4127,0.1015,12.5614
560,300258,精锻科技,0.1792,0.0227,0.8345,0.081,9.4307
561,603305,旭升股份,0.179,,0.5715,,
562,2611,东方精工,0.1773,0.013,4.7889,0.025,2.8273
563,300300,汉鼎宇佑,0.177,0.0048,0.8921,0.0129,1.3159
564,603660,苏州科达,0.1761,0.0384,1.8721,0.1693,17.1092
565,300497,富祥股份,0.176,0.027,0.8029,0.0617,8.1149
566,402,金融街,0.1758,0.0078,1.6729,0.0107,3.0659
567,600872,中炬高新,0.1755,0.0342,1.3028,0.096,20.9739
568,600572,康恩贝,0.1752,0.0229,1.0208,0.0515,7.8707
569,2714,牧原股份,0.1752,0.0235,0.5069,0.0414,5.6167
570,603501,韦尔股份,0.175,0.0435,2.1196,0.09,9.0171
571,655,*ST金岭,0.1745,0.0136,2.1923,0.1437,14.4888
572,2752,昇兴股份,0.1743,0.0314,1.7374,0.094,10.3158
573,600529,山东药玻,0.1742,0.025,1.5449,0.1122,11.6123
574,603567,珍宝岛,0.1741,0.0151,0.796,0.0509,5.5171
575,928,中钢国际,0.174,0.0197,2.6281,0.0292,2.9731
576,300261,雅本化学,0.1737,0.0214,2.4569,0.0465,4.8465
577,600735,新华锦,0.1737,0.0489,1.9931,0.2255,23.5865
578,2088,鲁阳节能,0.1731,0.0214,2.72,0.1012,10.446
579,2444,巨星科技,0.1728,0.0179,1.1884,0.0947,9.5476
580,600516,方大炭素,0.1727,0.0149,1.6508,0.0633,7.529
581,603456,九洲药业,0.1727,0.0219,1.6177,0.1349,14.5638
582,707,*ST双环,0.1721,0.0138,4.5906,0.0151,1.6395
583,2898,赛隆药业,0.172,,5.5827,,
584,2873,新天药业,0.1717,0.0462,1.6391,0.1007,11.8704
585,2132,恒星科技,0.1714,0.0241,3.3199,0.0643,7.7081
586,603369,今世缘,0.1708,0.0318,0.5034,0.1759,17.935
587,2402,和而泰,0.1708,0.0402,1.7875,0.1173,11.7521
588,300146,汤臣倍健,0.1707,0.0228,0.4354,0.1379,14.07
589,2891,中宠股份,0.1705,,1.4705,,
590,795,英洛华,0.1702,0.0224,4.2375,0.1143,12.4999
591,685,中山公用,0.1699,0.0037,0.2244,0.0163,2.3598
592,603160,汇顶科技,0.1698,0.0366,0.7081,0.2566,26.4023
593,600791,京能置业,0.1697,0.0033,2.163,0.0056,1.1341
594,860,顺鑫农业,0.1697,0.0356,3.4346,0.0575,8.314
595,603337,杰克股份,0.1695,0.0402,1.4967,0.1136,12.0322
596,2910,庄园牧场,0.1695,,1.4011,,
597,2855,捷荣技术,0.1694,0.0349,4.0133,0.0972,10.088
598,709,河钢股份,0.1692,0.0255,7.1141,0.0341,4.2491
599,300406,九强生物,0.1686,0.0154,0.4571,0.2586,27.3617
600,300643,万通智控,0.1685,0.0369,1.2726,0.1272,13.1567
601,957,中通客车,0.1677,0.0177,3.2518,0.0259,2.9292
602,603339,四方科技,0.1671,0.0212,0.8561,0.1254,12.5492
603,600971,恒源煤电,0.1665,0.0187,0.9127,0.0332,4.9224
604,300429,强力新材,0.1665,0.0194,0.7541,0.1467,18.1155
605,600563,法拉电子,0.1663,0.0229,0.669,0.2086,21.917
606,603920,世运电路,0.1655,0.043,1.313,0.1187,13.0691
607,300113,顺网科技,0.165,0.0164,0.3858,0.076,7.876
608,2660,茂硕电源,0.1648,0.0237,35.5504,0.0436,4.5206
609,601969,海南矿业,0.1645,0.0107,1.565,0.0318,4.2165
610,600780,通宝能源,0.1645,0.0163,,0.0269,11.1799
611,603880,南卫股份,0.1641,,1.4968,,
612,603556,海兴电力,0.1634,0.0156,0.6338,0.076,9.7535
613,603667,五洲新春,0.163,0.0265,2.0363,0.1021,11.7778
614,300715,凯伦股份,0.163,,1.3585,,
615,600966,博汇纸业,0.1624,0.0265,1.6067,0.0424,4.5132
616,615,京汉股份,0.162,0.0092,,0.0129,1.6716
617,603356,华菱精工,0.1619,,2.2692,,
618,600824,益民集团,0.1619,0.0297,1.6968,0.1141,11.532
619,601636,旗滨集团,0.1618,0.0212,1.0812,0.0429,6.5141
620,600975,新五丰,0.1615,0.0368,2.3899,0.1221,18.6013
621,300624,万兴科技,0.1613,,0.9376,,
622,600585,海螺水泥,0.1612,0.0198,0.9641,0.0768,13.8083
623,600219,南山铝业,0.161,0.0129,1.8885,0.0586,8.0034
624,600101,明星电力,0.1602,0.0199,2.3144,0.0669,10.1623
625,300455,康拓红外,0.16,0.0078,0.5047,0.0455,5.5119
626,600749,*ST藏旅,0.1597,0.0009,,0.0015,0.6679
627,300225,金力泰,0.1597,0.0234,2.6057,0.1033,10.8815
628,600157,永泰能源,0.1592,0.0085,6.0065,0.0121,2.4453
629,2570,*ST因美,0.1591,0.0221,14.6213,0.0424,5.7065
630,2608,江苏国信,0.159,0.0139,1.2045,0.0271,4.4462
631,2636,金安国纪,0.1588,0.0407,0.8809,0.0952,9.6544
632,603088,宁波精达,0.1588,0.0151,1.5951,0.0496,5.2595
633,300615,欣天科技,0.1588,0.0167,0.7764,0.1077,12.3803
634,2485,希努尔,0.1587,0.0136,,0.1099,12.8932
635,300617,安靠智电,0.1587,0.014,0.4615,0.0706,8.0157
636,300573,兴齐眼药,0.1587,0.0206,1.6138,0.1007,13.1304
637,2489,浙江永强,0.1581,0.0372,1.2041,0.0691,9.0359
638,600635,大众公用,0.1581,0.0114,1.4536,0.0213,3.5936
639,2645,华宏科技,0.1579,0.0216,3.4768,0.1485,16.0816
640,600680,*ST上普,0.1577,0.0063,,0.0088,0.8833
641,603558,健盛集团,0.1572,0.0134,0.9401,0.0685,8.2319
642,300286,安科瑞,0.157,0.017,0.6405,0.0766,7.6558
643,300650,太龙照明,0.1566,0.0274,2.0244,0.145,15.7433
644,601928,凤凰传媒,0.1565,0.0196,1.304,0.0553,6.601
645,603617,君禾股份,0.1561,0.0664,1.1984,0.1546,15.5149
646,300539,横河模具,0.1561,0.031,1.528,0.1132,11.4821
647,300039,上海凯宝,0.1557,0.0268,0.7852,0.1958,21.9637
648,603856,东宏股份,0.1555,,1.6528,,
649,603633,徕木股份,0.1554,0.0126,1.4812,0.0369,4.3953
650,982,*ST中绒,0.155,0.0038,,0.0044,0.5981
651,2304,洋河股份,0.1542,0.0301,0.4275,0.1165,12.0442
652,600690,青岛海尔,0.1539,0.043,2.702,0.0618,8.4254
653,300003,乐普医疗,0.1538,0.016,0.6215,0.0434,7.0779
654,300602,飞荣达,0.1537,0.0275,2.0259,0.1025,11.4174
655,735,罗牛山,0.1536,0.0142,0.9562,0.0373,8.6892
656,300054,鼎龙股份,0.1534,0.0156,0.7808,0.1846,19.8925
657,600114,东睦股份,0.1532,0.0212,1.0152,0.1339,14.741
658,300403,地尔汉宇,0.1522,0.0166,0.6325,0.1299,14.6138
659,2723,金莱特,0.1518,0.0382,12.7725,0.0922,9.3676
660,2879,长缆科技,0.1516,0.0172,0.7421,0.0623,7.9201
661,603081,大丰实业,0.1511,0.0219,1.0902,0.0415,4.4224
662,603113,金能科技,0.1511,0.0674,1.1468,0.2059,30.7899
663,603385,惠达卫浴,0.1511,0.0206,1.9432,0.0707,8.1243
664,2144,宏达高科,0.151,0.011,1.102,0.0643,8.0743
665,601678,滨化股份,0.1506,0.0328,1.3507,0.1081,12.9597
666,600293,三峡新材,0.1505,0.065,6.5914,0.1342,14.4724
667,26,飞亚达A,0.1504,0.0316,2.7188,0.0838,9.1368
668,521,长虹美菱,0.1503,0.0377,8.8466,0.0586,6.1833
669,2404,嘉欣丝绸,0.1497,0.0429,3.8252,0.1464,15.1879
